,text,user,location,Sentiment_Polarity,Expression Label
953,"@realDonaldTrump Your just ripping off Americans again.  Trying to get donation to pay your debt.   I will say, you are brilliant when it comes to scamming people out of money.",Kimberl66550481,Nashville,0.9,positive
954,RT @AlexMohajer: Trump taking down the entire Georgia Republican establishment with him is just hilarious.,axidentaliberal,,0.114814815,positive
955,"@realDonaldTrump Keep fighting Mr. President!!! We are with you all the way! Make every legal vote count! IS THERE AN AMENDMENT FOR A “REDO” ELECTION??? 😋 Either way, we’re with you all the way!!!! #Trump2020 #MAGA #RedWave",AmyDoug71004365,"Edmond, OK",0.610351563,positive
956,It's a fucking joke mate up the ra all the coxes hoods have your back https://t.co/6w7YX2R5d9,shanem367,El Pasooooooo Dundalk,-0.3,negative
957,@DanScavino @realDonaldTrump more slow motion video of trump walking. his favorite. quack quack.,Danamarie1233,,0.233333333,positive
958,RT @HKrassenstein: @realDonaldTrump This is another blatant lie.  Your attorneys literally just quit on you and admitted that there is no “…,JudiLedgard,"Arkansas, USA",-0.5,negative
960,@AnhH172 @atssch @HKrassenstein @realDonaldTrump I not sure if you have ever read Art of War by Sun Tzu but that book opened my eyes to a alot of things,Guidofa77866371,"Valhalla

",-0.25,negative
962,RT @sandibachom: @BrianKarem @realDonaldTrump What a sick twisted bastard he is. He’s going to burn it all down before he leaves and then h…,MamaSancocho,"Houston, TX",-0.456613757,negative
963,@DanScavino @realDonaldTrump Weird AF. So this is you conceding right? Loser.,SashaCa09008681,,-0.107142857,negative
964,@realDonaldTrump @PeteHegseth @seanhannity Oh come on already. Worst 1 term president in history. The title suits you. Even Bush 43 had 2 terms. What a loser.,andyqtrone,"Manhattan, NY",-1,negative
966,"RT @donwinslow: Dear @realDonaldTrump 

1. Electoral college: Landslide for Biden.

2. Popular vote: Landslide for Biden. 5 million+ more v…",martani_net,NYC,0.55,positive
967,@sanaonline__ @realDonaldTrump @PeteHegseth @seanhannity Maga failed he made American worse,gilrobledojr,,-0.3,negative
970,"@Chanel_Boo #WhiteSupremacist BS.
53% of Republicans Voted FOR @realDonaldTrump 🇺🇸

45% of Democrats Voted FOR  @JoeBiden 🇨🇳
The difference?
~1/2 &amp; 1/2  BUT there is a -8% Right?
In order to pass my socialist agenda.
I would NEED to Pander. Lie. Steal. &amp; Cheat.
#BlackTwitter

&amp;That They Did.",camayusa1,🦅OneNationUnderGod🇺🇸🦅🇺🇸 ,0.285714286,positive
971,This guy is so high right now Jesus Christ https://t.co/1RTBgsX2Ej,joshua_toland,,0.222857143,positive
972,@realDonaldTrump @PeteHegseth @seanhannity So much love between them. https://t.co/8Dk7ItuyQS,FollowJ34682701,,0.5,positive
973,"@DanScavino @realDonaldTrump 😂 Don't worry Don. You've never looked to good. Let alone too good, and not once have you ever said anything wise. So quit crying foul. You've been served your eviction notice. Hit the bricks.",Brian2Beers,,0.475,positive
977,"@slh78_w04 I’ve accepted the inevitable while hoping @realDonaldTrump pulls out the win. If not, I’ll vote again in 2024 and in the mid-terms. All I can do...",randomname7700,"Palm Harbor, FL",0.4,positive
978,@BrandonStraka @realDonaldTrump @ChanelRion @OANN Love it!,Terrif2012,Kentucky,0.625,positive
980,RT @iheartcarnitas: @NumbersMuncher @realDonaldTrump I know everyone is trying to dunk on him but it's right there in the Constitution. htt…,tmbrown327,RI,0.285714286,positive
981,@eden_lorrie @JudicialWatch @realDonaldTrump @TomFitton Trump is not your personal doctor or savior do the right thing without being told to wear a mask and gloves and social distance hand sanitize be a part of the solution,Soycowgirl,,0.106349206,positive
982,"RT @ShotsRangOut: Feinstein Begs Graham to Stop Confirming Judges and 'Allow Biden-Harris' to Appoint, Graham's Response Is Perfect 

Retir…",kathyrolandsmit,All over the world,1,positive
985,@sugaredspite @DavidJHarrisJr @realDonaldTrump Breaking news you're full of it!!,jmp0956,nonya,0.546875,positive
986,RT @tedlieu: Dear @realDonaldTrump: Hate crimes surged against Asian Americans this year. You added fuel to the fire by making racist state…,topmom100,"Durham, NC",-0.4,negative
987,"@realDonaldTrump Sir, please sir. Stop. Just stop. Congratulate @JoeBiden and move on. Go spend time with your lovely wife &amp; child. Play golf, travel. You will be ok. It’s time, Sir.",jt_wit,,0.5,positive
989,"@PARISDENNARD @YoungKimCA @BurgessOwens @GOP @realDonaldTrump @GOPChairwoman THIS SONG IS TO RECOGNISE WOMEN PRICELESS CONTRIBUTION TO THE WORLD (IT S ABOUT YOU WOMEN PLEASE ENJOY)

*KLIK SUBSCRIBED &amp; SHARE SHARE🙏
 https://t.co/crBLsZbFsJ",AzmanZahari1,,0.7,positive
990,"@AddamsMarc @slim_reaper2k @HKrassenstein @realDonaldTrump That's propaganda at its finest. One group is a terrorist organization, the other are peaceful supporters protesting against a corrupt Anti American agenda spinning media. But, you can  call an apple an orange, but at the end of the day it's still an orange 🍊. Orange man bad..🤷",WintersHowl303,Réalville,-0.095,negative
991,"@DefilippisJoe @realDonaldTrump I am not a supporter but I agree with you do fully, I would love to believe what he says, I just cannot",speaks_sassy,Toronto,0.5,positive
992,"@VABVOX @realDonaldTrump @FoxNews Pence needs to step in and pull the plug on this guy. Pence is not much better, but he is not insane, just inept. 25th amendment tRump, throw him in a padded cell until he's fit to stand trial.",MOJOCHEFJEFF,Atlanta,0.216666667,positive
995,@LouDobbs @CatesDuane @SidneyPowell1 @realDonaldTrump I love @SydneyPowell1 more and more every passing day. Wow. This lady is amazing. ❤️,kamisaru1,,0.44,positive
997,@DogSurfRoadshow @bassdog61 @BrianKarem @realDonaldTrump I’m sorry is your name Walter?,stephanie_sercu,"Florida, USA",-0.5,negative
999,@BumpItMcCarthy @grudging1 @GeraldoRivera @realDonaldTrump It turns out that it’s much easier to limit travel and imports if you’re an island and not a large country with 2 large countries bordering you. Same goes with South Korea except they only border NK which doesn’t change much.,ahern_matt,,0.08452381,positive
1000,"RT @TheRealHoarse: @realDonaldTrump I love that Twitter has moved on to just tagging you with “Nah, you lost.” https://t.co/F0Sj0TcX1P",TNTArtbyTina,PA girl replanted in Alabama,0.5,positive
1001,@DanScavino @realDonaldTrump That sure looks like propaghanda,HelloMiakoda,"Portland, OR",0.5,positive
1002,@realDonaldTrump @PeteHegseth @seanhannity So pathetic.,chesiremdcat,,-1,negative
1003,@chiproytx @realDonaldTrump Trump lost. It’s a shame so many Americans identify with a draft dodging serial philanderer and self-confessed sexual predator.,Flijjck,"Texas, USA",0.5,positive
1005,"RT @itsJeffTiedrich: @realDonaldTrump bro, at some point everybody loses. adults process it and get on with their lives. only the whiny bab…",BestMCBoy1,"Quezon City, National Capital Region",-0.15,negative
1008,@mariog984 @catsmeowside1 @realDonaldTrump @PeteHegseth @seanhannity Doesn’t matter what facts you give the Libtards they are brainwashed by there own will and will not accept anything due to orange man bad syndrome,the_wsSICKs,"High Springs, FL",-0.075,negative
1010,"@realDonaldTrump @BrianKempGA If recounting changes the Senate and House, would you accept that as well? I'm assuming yes, as long as that means you're still President. Because you are afraid of far worse happening to you.",jewlips,,-0.2375,negative
1011,"@DanScavino @realDonaldTrump Not sure if you heard, but you lost BIGLY",phxmike902,"Boston, MA",-0.125,negative
1012,"@DanScavino @realDonaldTrump Video...pre Nov 3, 2020
Photo below...post Nov 3, 2020

The party's over, buck up...CONCEDE Mr. President! Put the country before and above your own self interest at least ONCE during your term!!! https://t.co/SeohImSKoq",s_butler2015,"Johannesburg, South Africa",0.0046875,positive
1013,"@realDonaldTrump Please for t h e love of God and if you love him, accept defeat gracefully.",AbdulSiru,,0.5,positive
1014,"@RealDonaldTrump
@IvankaTrump 
Nobody likes to lose, for Christ's Sake's. Who does?! Get on with it already. Even China recognizes Biden won. Be a graceful loser. Obviously never played team sports. News 📢 Alert
 #1 Rule in sports?
Be a GOOD SPORT ESPECIALLY WHEN YOU WIN OR LOSE",crystl38a,USA,0.375,positive
1015,@realDonaldTrump @PeteHegseth @seanhannity don't give up Mr. President Trump . I'm still Prayin for your win so USA stays safe,kyhareraiser1,"Kentucky, USA",0.65,positive
1016,"@rickyamichael @PatrickNova6 @realDonaldTrump Ok, here's the same information from MIT Tech Review: https://t.co/Z9YO68U2Rg",Balrog448,,0.25,positive
1022,"YOU ARE THE GREATEST POTUS EVER, @realDonaldTrump. We love you, always. God is with you. https://t.co/CJlmRebTd9",1SilvaMaria,The Power of One ∞,0.75,positive
1025,"RT @standforbetter: It was apparent at the #TrumpPressConference 

@realDonaldTrump is indeed coup coup

Pass it on..... https://t.co/da092…",trumpsshitstain,"Springfield, MA",0.05,positive
1026,I sure hope @realDonaldTrump paid everyone involved in making this puff piece. https://t.co/OGg6vtKeQn,TerryLaine2,Northwest Indiana,0.5,positive
1027,"@creamcitybrew @AngelShek1 @realDonaldTrump @PeteHegseth @seanhannity I couldn’t laugh any harder if Trump lost by 10M votes. Instead of just 5M and growing. 

Trump literally autographed 306 electoral vote maps. 

HAHAHAHAHAHA

Jesus. Fuck. You people. Incredible. https://t.co/ZohQtu1R8f",MurphyFerguson,"📍Steel City / Columbus, Ohio",0.175,positive
1029,"RT @RepThomasMassie: There was never a bad time, but now would be an excellent time for @realDonaldTrump to pardon @Snowden, pardon  #Julia…",Brandyn_Farrell,,0.675,positive
1031,@RespekDaPouch @Montovon @Trafficman813 @KMcGee10 @ashleyefitzger1 @DPWIMM @realDonaldTrump Lots of good stuff in here. Thanks.,MicahKolding,,0.45,positive
1032,@MoonbeamMouse @adamlforeman @realDonaldTrump @SecretService @YellowRoseTx51 @Adam30508905 I will never forgive Evil!!! Thats BS for you join evil to do so!!!,wildhipichld,USA California,-1,negative
1033,"#BREAKING NEWS 🔴

@realDonaldTrump has waived the WHITE 🏳️ and has given up on lawsuits claiming election fraud. 

No lawyer wants to represent Trump, so finally he has to go with lousy Rudy. 

Trump Concedes by his actions. 

https://t.co/5zLDPGiVAy",IndictPOTUS45,Joe Biden President ,-0.075,negative
1034,RT @Mike_Pence: I Stand With President @realDonaldTrump. We must count every LEGAL vote.,risa1108,Texas,0.2,positive
1035,"@realDonaldTrump Seriously, do your job (while you still can) https://t.co/ct4ZIfXhQi",arpasquill,"Sydney, Australia",-0.333333333,negative
1038,"RT @stuartpstevens: “Syphilis can invade the nervous system at any stage of infection, &amp; causes a wide range of symptoms, including headach…",DaisiesAndHope,"Small Town, TX",-0.1,negative
1042,"@DanScavino @realDonaldTrump NYT--Trump Will Have To Deal With Prison--he is desperate to win a second term which will put him past the reach of many charges due to statute of limitations, if he loses indictments will soon follow on tax, bank and insurance fraud, collusion, emoluments, obstruction of justice",Sambrow91047410,,0.003571429,positive
1043,"@realDonaldTrump @Jack. You have a warning/disclaimer on this tweet saying ""Official sources have called this election differently."" What official sources? CNN? MSNBC? Wow. Last I knew, states have yet to certify their ""official"" results.",GarrettLucas,Eastern Kentucky,0.033333333,positive
1044,"RT @eugenegu: @realDonaldTrump And if we’re digging up New York Times articles from the 1990s, don’t ever forget that Trump falsely accused…",tweettweettoni,,-0.131818182,negative
1045,"@realDonaldTrump @PeteHegseth @seanhannity Trump is a liar. You may have fallen for him but he has always lied to you. You might love him but he doesn't care if you die... literally. Come back to truth and walk away from the fear mongering facist. 
https://t.co/fcq9k3U2gq",SherylBarnesMP,"Rocky Ford, CO",0.25,positive
1046,@FalseGiggler @ChefTwixHimself @DPWIMM @realDonaldTrump Now now... you know these idiots only trust what comes out of their spray-tanned Jesus's mouth.,CourtForShort25,,-0.4,negative
1047,"@realDonaldTrump @PeteHegseth @seanhannity Considering how many casinos you bankrupted, betting against you seems okay.",murder_turd,,0.5,positive
1048,"RT @JuddPDeere45: THIS IS HUGE: Because of the leadership of @realDonaldTrump and Operation Warp Speed, there will be enough vaccine dozes…",the_jacq,United States ,0.2,positive
1053,RT @dylanobrien: Yo @Twitter wtf? DELETE his account. You are providing a massive platform for propaganda that directly threatens our democ…,greenvamt,"Boston, MA",-0.125,negative
1055,RT @tedlieu: Dear @realDonaldTrump: Your lawyers didn’t even make your ridiculous argument. And the ones they did try were all rejected by…,_Mike_99_,"Laingsburg, MI",-0.333333333,negative
1056,RT @RepSwalwell: Amazing! Congratulations!,EdwinJoseph53,,0.9375,positive
