,text,user,location,Sentiment_Polarity,Expression Label
735,"RT @CortesSteve: ""Media gleefully assist their preferred candidate in promoting this clear lie, asking us to simply accept that the electio…",Saitisntso,,0.05,positive
737,"RT @tomiahonen: Hey Bunker Boy:

Every Republican running has won Arizona in previous 70 years, including W except..

Except one time a Dem…",donbuckleyjr,Minneapolis,-0.166666667,negative
738,RT @itsJeffTiedrich: I look forward to having no idea who Joe Biden's postmaster general is,Pat_Riatt,,0.05,positive
739,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,mchearne,,0.25,positive
741,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",melodiefryar,United States,0.2,positive
743,RT @sooperrecords: If Joe Biden survives the soft coup @senmorimoto will cover Natalie Imbruglia's cover of Lis Sorensen's cover of LA Alt-…,r2drrobot,denver colorado,0.1,positive
744,"RT @jaketapper: Trump won MORE vote in Philly in 2020 than in 2016 — so that is one wacky conspiracy! 🦅 

https://t.co/YDWPHHMtNL https://t…",brencroz333,"West Hartford, CT",0.5625,positive
745,"RT @MightiJamie: As the euphoria subsides there is a very tough path ahead of Joe Biden. 

The idea that Republicans want to heal and move…",Thabang_051,"Bloemfontein, South Africa",-0.505555556,negative
746,"RT @axcomrade: Biden has appointed Cecilia Muñoz, former head of Obama's domestic policy council, to his transition team. Muñoz is best kno…",OrdinaryUnicorn,"Oregon, USA",0.333333333,positive
747,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,cassandrakez,"Montréal, Québec",0.25,positive
748,RT @joncoopertweets: A Michigan state judge has rejected an attempt by two poll challengers to block the certification of Joe Biden’s win i…,truf8ke,USA,0.8,positive
749,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Lorraine721,"South Carolina, USA",0.25,positive
750,RT @NightlyPolitics: Joe Biden won the election with the most votes in American history! Pass it on.,onthelookout41,Kansas City,0.25,positive
752,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,jessDarlingg,"Cincinnati, OH",0.25,positive
753,RT @PrayerHarbor: Sidney Powell is claiming exactly what I have believed the whole time. That  President Trump was just destroying Joe Bide…,Rosemar42894219,#MAGA #KAG #TRUMP2020 #🌍#🐸,0.083333333,positive
759,RT @joncoopertweets: A Michigan state judge has rejected an attempt by two poll challengers to block the certification of Joe Biden’s win i…,Vmbritsch,"Greater Denver, CO",0.8,positive
760,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Jama4my8,"Woodstock, VA",0.25,positive
761,"Kayleigh McEnany told Fox News that President Donald Trump still believes he won reelection and is not ready to concede to President-elect Joe Biden. https://t.co/GHjdRMv5l7 # via @HuffPostPol.  Wow, she must be seriously smoking some good weed, if she really believe that.",Andrew15607531,,0.113333333,positive
762,"The left are now openly advocating for more blood of Trump supporters on the streets.
Prep up, Americans. This is Joe Biden's ""unity"".
https://t.co/TQzPsbmD5k",magi_slayer,Filgaia,0.166666667,positive
763,RT @jimsciutto: New: Two judges in Pennsylvania tossed half a dozen court cases the Trump campaign had brought to invalidate thousands of v…,occtoys,NC,-0.015151515,negative
765,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",ivonneusa1,,0.2,positive
767,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",Puddledumpling,,0.2,positive
768,@HKrassenstein @realDonaldTrump Make China great by letting Joe Biden in?,TomSze4,,0.8,positive
769,"RT @NBCNews: BREAKING: Joe Biden is the apparent winner in Georgia, according to the NBC News Decision Desk. https://t.co/ZsIGWgI2lL",vickiringer,"Lexington, SC",0.05,positive
770,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,karisa_lanae,the natural state,0.25,positive
771,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,marinarobson1,Phs,0.25,positive
772,RT @WatchChad: I’ve never seen Joe Biden sniff a black person.,Jeremy_Gaona,"Manhattan, KS",-0.166666667,negative
773,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,She_Is_Ambition,,0.25,positive
777,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,q_as_in_qualm,Orlando ,0.25,positive
779,RT @TimFullerton: Here is Joe Biden ending Rudy Giuliani's presidential campaign in 2007 with one of the greatest burns of all time. https:…,begjani51,,1,positive
781,"RT @tizzywoman: ""Years after tRump promised to ban openly trans people from serving in the military, #PresidentElectBiden has appointed tra…",MadelyneRants,Lowcountry SC Geeks Resist HQ,-0.05,negative
782,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Bekitah,"Lower West Side, Chicago",0.25,positive
783,RT @MeidasTouch: BREAKING: China has congratulated President-elect Joe Biden on winning the election,advoteen2264,"Connecticut, USA",0.5,positive
785,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,CarolCiavonne,,0.25,positive
786,"RT @Jim_Jordan: Government is now telling us how many people we can have in our homes for dinner. 

But will let you protest if you support…",TheTrailerDan,Custom Build & Design,0.5,positive
788,"RT @jaketapper: Trump won MORE vote in Philly in 2020 than in 2016 — so that is one wacky conspiracy! 🦅 

https://t.co/YDWPHHMtNL",pt8873,"Waynesville, OH",0.5625,positive
790,RT @TheEconomist: Donald Trump is the first president since 1892 to have lost the popular vote twice. That highlights both his unpopularity…,MarioRebeliant,Poland,0.425,positive
792,RT @PattyArquette: Joe Biden is our new President. End of story.,chrismen320,"Lancaster, CA",0.136363636,positive
793,RT @joncoopertweets: A Michigan state judge has rejected an attempt by two poll challengers to block the certification of Joe Biden’s win i…,Withthehelpofm1,,0.8,positive
794,"Democrats want us to believe Basement Biden, who called a lid on his campaign, shattered all voting records? Not in this lifetime.

Nobody gets excited over racist Joe. https://t.co/AaRIwy6Bro",JamieRJN,TEXAS,0.375,positive
795,"Joe Biden’s 100,000 contact tracers ... Efficacious or a huge waste of money and a loss of your freedom for no medical benefit? Dr. Simone Gold explains... #COVID__19 #ContactTracing #BidenHarris Do you know what you voted for? https://t.co/9Y8diV3x3q via @YouTube",BeyondLove2010,Rim Country Arizona USA,0.066666667,positive
796,RT @SteveSchmidtSES: Let’s be clear. Joe Biden is the President-Elect of the United States. The refusal of Republicans to acknowledge this…,InglimaSharon,"Staten Island, NY",0.1,positive
798,RT @TeaPainUSA: Really American is workin' hard 24/7 to help win the two Georgia Senate seats to supercharge the Joe Biden presidency.  Won…,drsuebryza,"Fairhope, AL",0.169444444,positive
799,Joe Biden do be lookin sexy tho-- 👀🥴,AzumiKondo,,0.5,positive
800,RT @joncoopertweets: A Michigan state judge has rejected an attempt by two poll challengers to block the certification of Joe Biden’s win i…,TexasYogaLinda,"McKinney, TX",0.8,positive
801,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,lilly20122,"Houston, TX",0.25,positive
802,"RT @CharlesFinch: I don't ever do ""please retweet,"" but please retweet this if Joe Biden and Chuck Schumer's plan to cancel the first $50,0…",rajkumarinik,,0.25,positive
803,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",air_airlab,,0.2,positive
804,"RT @RealMelcolmX: JOE BIDEN’S FAKE SPEECH EXPOSED!

This is insane! The media is clearly covering up Joe Biden’s fake speech! He was not at…",cO5eJM5RnwPgOOy,日本 大阪,-0.5375,negative
806,"RT @nytimes: Breaking News: President-elect Joe Biden won Georgia, a major victory for Democrats, and President Trump took North Carolina.…",Yugi_Lee,"Wakayama,Japan",0.0625,positive
808,"RT @OhNoSheTwitnt: Trump was willing to meet with Kim Jong-un, Vladimir Putin, and the Taliban, but is refusing to meet with Joe Biden.",donaldtheuugeek,"Ypsilanti, MI",0.25,positive
809,RT @WSJ: Joe Biden will likely spend much of the next four years trying to make up lost economic ground https://t.co/AJrt1wYeRv,mmsiibf4598389,,0.1,positive
810,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,bostond_66,"Henrico, VA",0.25,positive
811,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,woodstocbianchi,,0.25,positive
812,"RT @MSNBC: Dr. Celine Gounder, a member of President-elect Joe Biden's coronavirus task force: ""You're certainly going to see the CDC talen…",kimelyrn,,0.214285714,positive
813,RT @NightlyPolitics: Joe Biden won the election with the most votes in American history! Pass it on.,quirkytwerp,United States,0.25,positive
814,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,al_swank,,0.25,positive
815,"RT @tbonier: Here's an incredible stat: I've mentioned that 114,017 AAPI voters cast an early vote in GA this year, 56% more than the 72,69…",globalcitizenln,,0.5,positive
819,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,_ifeanyi__,lagos | london,0.25,positive
821,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Maydole94,"Washington, USA",0.25,positive
823,"RT @ielizabeth_: The things Joe Biden does to young girls are the exact same things that my predator did to me. 

You are absolute scum if…",Tamzilla_52,"Savannah, GA",0.05,positive
824,joe biden freezer in a month will be filled with ice cream and im so happy about that.,_morbidite,Under A Total Blackened Sky,0.6,positive
827,"RT @briantylercohen: I wasn’t initially on board with Trump denying the election results, but watching Joe Biden win again and again, day a…",swtogirl,,0.4,positive
830,"RT @catturd2: If you think Joe Biden got 8 million more votes than Barack Obama, pull my finger and I’ll fart Bohemian Rhapsody in E minor.",kost719,CT,0.225,positive
831,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Fluffy_tampons,,0.25,positive
832,"@samanthamarika1 Creepy joe biden scares the shit out of dead people,thats why they voted for him from beyond the grave.",OkeZion1,Biafra,-0.3,negative
833,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,gatorpolitic,,0.25,positive
834,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",anjolaoluwaxo,,0.2,positive
835,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",Queone717,,0.2,positive
837,"@RepDougCollins @realDonaldTrump 306.  

Joe Biden.  

Massive Landslide.  

Historic voter turnout.  

Blowout of Popular Vote by 5+ Million.

Donald Fired—SORE LOSER! https://t.co/dBDBCaAGJ7",RAGreen7,,0.25,positive
839,"RT @RBReich: Thanks to communities of color, Joe Biden flipped 5 states.

He must never forget who delivered him the presidency.",RobinBond1,Cape Town,0.2,positive
840,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,sophie_mae43,Maine,0.25,positive
842,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,Its_Meems,ND - occupied Sisseton+ land,0.25,positive
843,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,jasmyncabbage,,0.25,positive
844,"Meanwile, President Joe Biden is considering widely respected former Fed Chair Janet Yellin for Secretary of the Treasury, according to Bloomberg. It’s the latest reminder that the adults are about to be back in charge.",McHardingMusic,Tuguegarao City/Ph,0.1,positive
846,RT @umairh: Congrats to Joe Biden for winning the Presidency for the fourth time this week,politicodoggo,🌍🌎🌏🌐,0.25,positive
847,"RT @DLeonhardt: During the months that Joe Biden and Donald Trump were campaigning against each other, the following happened:",LisaZwirn,,-0.0625,negative
848,RT @Politicsinsider: President-elect Joe Biden met with top Democrats to discuss another COVID-19 relief package https://t.co/cPFMULokgS,PhilReidMI,Oakland County Michigan,0.5,positive
849,RT @RealMiniAOC: The only thing that fights harder than President Trump is a child taking a picture with Joe Biden.,christimcdaniel,The Midwest,-0.05,negative
